iter	RMSE
166	48.47950019
167	48.35289587
168	48.23646532
169	48.1692238
170	48.11754173
171	48.03580873
172	47.98767851
173	47.89678893
174	47.83485028
175	47.76044581
176	47.70721072
177	47.66211282
178	47.59507176
179	47.5655649
180	47.4932839
181	47.44688541
182	47.37995148
183	47.30753009
184	47.26291312
185	47.22312343
186	47.17387884
187	47.09984892
188	47.04898399
189	46.98120307
190	46.89268528
191	46.81356155
192	46.76282359
193	46.73027742
194	46.69052181
195	46.6328398
196	46.57477376
197	46.50592273
198	46.40049444
199	46.37713089
200	46.3235686
201	46.28258896
202	46.2400946
203	46.20984928
204	46.16852482
205	46.10387933
206	46.0654058
207	45.97756827
208	45.94830435
209	45.87683694
210	45.81612324
211	45.76936791
212	45.71790829
213	45.66912274
214	45.64888133
215	45.58424709
216	45.51254839
217	45.46535101
218	45.40927059
219	45.34674286
220	45.30384875
221	45.27872707
222	45.22788722
223	45.17461182
224	45.12509764
225	45.08777561
226	45.07016645
227	45.03023664
228	44.99443783
229	44.94482104
230	44.91332707
231	44.87237578
232	44.82813304
233	44.78214508
234	44.7534204
235	44.73069633
236	44.70605424
237	44.6405844
238	44.622814
239	44.58878535
240	44.53042753
241	44.46711042
242	44.42143831
243	44.37851737
244	44.34808719
245	44.31219776
246	44.27780182
247	44.23753587
248	44.20062329
249	44.15924183
250	44.12392415
251	44.07206302
252	44.04404919
253	43.99171203
254	43.95475658
255	43.92769807
256	43.89323775
257	43.86077864
258	43.82662767
259	43.79708473
260	43.74430615
261	43.71337812
262	43.66233742
263	43.62581718
264	43.59364247
265	43.51485239
266	43.47985847
267	43.45998211
268	43.43261291
269	43.40484758
270	43.34887964
271	43.31069964
272	43.27603912
273	43.24477215
274	43.21970099
275	43.18855734
276	43.15059151
277	43.1312356
278	43.09026166
279	43.04460391
280	43.02181753
281	42.96482636
282	42.9300294
283	42.90822568
284	42.87343078
285	42.82379782
286	42.78021602
287	42.75660645
288	42.7351762
289	42.69729256
290	42.69331793
291	42.65298958
292	42.60683836
293	42.58345412
294	42.54732274
295	42.50163305
296	42.47792565
297	42.41626062
298	42.39276497
299	42.37392198
300	42.35300427
301	42.35050644
302	42.32422556
303	42.29655129
304	42.25470986
305	42.2097994
306	42.17195169
307	42.15146942
308	42.11644806
309	42.09380772
310	42.05166938
311	42.026127
312	42.0255352
313	41.98688153
314	41.98224401
315	41.93407757
316	41.92733711
317	41.90844856
318	41.90204542
319	41.89984639
320	41.87064119
321	41.84003343
322	41.8024722
323	41.76757555
324	41.73146513
325	41.69275045
326	41.6671294
327	41.64352908
328	41.6227912
329	41.59717189
330	41.5416917
331	41.51193045
332	41.46917211
333	41.44754844
334	41.41544284
335	41.4149163
336	41.39670303
337	41.36027317
338	41.31660283
339	41.28112366
340	41.25647868
341	41.21804777
342	41.1730686
343	41.17256323
344	41.1574792
345	41.15149844
346	41.14440384
347	41.1427523
348	41.10540793
349	41.08187153
350	41.05829429
351	41.03865839
352	41.01486033
353	40.98621242
354	40.96570654
355	40.94612807
356	40.94569981
357	40.91500939
358	40.91181572
359	40.88509752
360	40.86333312
361	40.83866701
362	40.80096679
363	40.78537102
364	40.76873814
365	40.74451407
366	40.72678805
367	40.70256254
368	40.66533024
369	40.63336828
370	40.61508252
371	40.59401276
372	40.57259777
373	40.54815038
374	40.54655281
375	40.53050715
376	40.50287086
377	40.48275449
378	40.43922018
379	40.40937929
380	40.38946065
381	40.37395073
382	40.35286213
383	40.32957435
384	40.30269519
385	40.28980052
386	40.25270234
387	40.23644468
388	40.22233957
389	40.20723425
390	40.17471063
391	40.15641131
392	40.12857905
393	40.10823025
394	40.09477019
395	40.07435649
396	40.03485622
397	39.99789322
398	39.97902769
399	39.950376
400	39.9185085
401	39.8989213
402	39.87995373
403	39.84749521
404	39.81988783
405	39.79414413
406	39.76964073
407	39.75062215
408	39.72837819
409	39.69812704
410	39.68303577
411	39.65452503
412	39.63808074
413	39.6265462
414	39.61249067
415	39.59381493
416	39.56234479
417	39.54363521
418	39.52185749
419	39.50132185
420	39.48483039
421	39.45294251
422	39.44021162
423	39.42187632
424	39.40003246
425	39.38090587
426	39.37486243
427	39.36084326
428	39.33241536
429	39.30480584
430	39.27950983
431	39.2568447
432	39.23302053
433	39.21288287
434	39.19752108
435	39.17636445
436	39.15547016
437	39.13340567
438	39.10694037
439	39.08420301
440	39.05496958
441	39.03700471
442	39.01438393
443	38.98863778
444	38.97427012
445	38.9378766
446	38.92818774
447	38.90419229
448	38.87995136
449	38.87546088
450	38.85337739
451	38.83938627
452	38.82227281
453	38.80527378
454	38.78499885
455	38.77384027
456	38.75329418
457	38.73017875
458	38.71183848
459	38.67884015
460	38.64575624
461	38.63066456
462	38.60013365
463	38.58745963
464	38.56529616
465	38.54289234
466	38.51183214
467	38.49802976
468	38.48452064
469	38.46178233
470	38.4401828
471	38.42576874
472	38.40108753
473	38.38227541
474	38.37184385
475	38.33953215
476	38.32085901
477	38.29879634
478	38.2788391
479	38.25706782
480	38.23460498
481	38.22114106
482	38.20652895
483	38.19486468
484	38.17950948
485	38.15396512
486	38.13924376
487	38.1165427
488	38.10122368
489	38.08377483
490	38.07379959
491	38.0607178
492	38.04692599
493	38.03593885
494	38.01897356
495	38.00972347
496	37.99297763
497	37.97488186
498	37.95388012
499	37.93743629
500	37.9130482
501	37.89687266
502	37.88498856
503	37.86577906
504	37.85305169
505	37.83743227
506	37.81834437
507	37.80806273
508	37.79477321
509	37.7765018
510	37.75249796
511	37.74061449
512	37.72852666
513	37.71401799
514	37.67188544
515	37.66217454
516	37.63653599
517	37.6203149
518	37.60427806
519	37.59011707
520	37.57750172
521	37.55644115
522	37.53451527
523	37.51819139
524	37.49410326
525	37.47631024
526	37.45262008
527	37.44367062
528	37.42745569
529	37.41567285
530	37.38270498
531	37.36431844
532	37.35272057
533	37.33088063
534	37.30244883
535	37.29440399
536	37.26844672
537	37.25836482
538	37.24473228
539	37.23679888
540	37.22052993
541	37.2082661
542	37.19509383
543	37.18093138
544	37.16014452
545	37.13919752
546	37.12113385
547	37.11447471
548	37.09790345
549	37.08946742
550	37.07750221
551	37.05780124
552	37.03500343
553	37.02207861
554	37.00739558
555	36.98848707
556	36.97006645
557	36.95938496
558	36.94203692
559	36.93515315
560	36.92076873
561	36.90575065
562	36.89166688
563	36.85145591
564	36.82607484
565	36.81757665
566	36.79616221
567	36.78474625
568	36.77539732
569	36.76703343
570	36.76029511
571	36.74377801
572	36.72904292
573	36.71283437
574	36.69272111
575	36.68158058
576	36.6621272
577	36.64516267
578	36.63455145
579	36.61707217
580	36.60201026
581	36.58828342
582	36.56852697
583	36.55460369
584	36.5384452
585	36.52113376
586	36.50898321
587	36.49083241
588	36.47957741
589	36.46359406
590	36.44893005
591	36.43867518
592	36.41962895
593	36.40340391
594	36.38393705
595	36.38298007
596	36.36409401
597	36.3512228
598	36.34202775
599	36.32967202
600	36.31677028
601	36.30251756
602	36.29294049
603	36.27740554
604	36.25959949
605	36.24322397
606	36.2291257
607	36.21706248
608	36.21305009
609	36.20748141
610	36.19486266
611	36.16761448
612	36.15333101
613	36.13721327
614	36.12019605
615	36.11068307
616	36.09940804
617	36.08980406
618	36.07497801
619	36.06513586
620	36.05231597
621	36.03947457
622	36.02660523
623	36.01629792
624	36.01150975
625	36.00129103
626	35.99478953
627	35.99164969
628	35.97788661
629	35.96082174
630	35.94969108
631	35.93538557
632	35.92695137
633	35.91021744
634	35.90575011
635	35.89398599
636	35.87598561
637	35.86135911
638	35.8499037
639	35.83955287
640	35.82371602
641	35.81585462
642	35.80830223
643	35.79775518
644	35.77304972
645	35.76035067
646	35.75316957
647	35.73470507
648	35.72224024
649	35.70690241
650	35.68903562
651	35.67320696
652	35.65809837
653	35.64257776
654	35.62811492
655	35.61990309
656	35.59877473
657	35.5935061
658	35.58339269
659	35.57474531
660	35.56110647
661	35.54355586
662	35.53149189
663	35.51340395
664	35.49792126
665	35.48510754
666	35.46974341
667	35.45594663
668	35.4465547
669	35.43761855
670	35.4353395
671	35.42303646
672	35.41186529
673	35.39958002
674	35.38566261
675	35.37231917
676	35.3630869
677	35.35581025
678	35.34546534
679	35.33521061
680	35.32558826
681	35.31214632
682	35.30079748
683	35.28803335
684	35.27798883
685	35.27662526
686	35.2676489
687	35.25378837
688	35.24588183
689	35.24092921
690	35.22636028
691	35.21552142
692	35.20208985
693	35.18594386
694	35.17667047
695	35.16132734
696	35.14697244
697	35.13598186
698	35.12426915
699	35.12165218
700	35.11170435
701	35.09788977
702	35.08770786
703	35.07282694
704	35.06331708
705	35.05018708
706	35.03883803
707	35.02107688
708	35.00722634
709	34.9992366
710	34.97908335
711	34.96962685
712	34.96328919
713	34.95460402
714	34.94656181
715	34.93857774
716	34.93357352
717	34.92481622
718	34.91515324
719	34.9047197
720	34.89250809
721	34.8905192
722	34.87868339
723	34.86946525
724	34.86284662
725	34.84764983
726	34.84654315
727	34.83905404
728	34.82878479
729	34.79874717
730	34.79259176
731	34.77781348
732	34.75139603
733	34.73999688
734	34.73824441
735	34.72493148
736	34.71561562
737	34.70777282
738	34.69791744
739	34.68208543
740	34.67846419
741	34.66673254
742	34.65592601
743	34.65304533
744	34.6383293
745	34.6178314
746	34.60928901
747	34.60458145
748	34.5847371
749	34.56958496
750	34.56059402
751	34.55518226
752	34.54295299
753	34.5428313
754	34.5265612
755	34.52206872
756	34.51552837
757	34.50650914
758	34.49901386
759	34.48674199
760	34.46416231
761	34.44643483
762	34.42655383
763	34.42013558
764	34.41280128
765	34.39933816
766	34.38923746
767	34.38254505
768	34.37363948
769	34.36003154
770	34.34377595
771	34.33817441
772	34.33373017
773	34.30942362
774	34.29381315
775	34.28827565
776	34.27974984
777	34.27061624
778	34.26362334
779	34.2616393
780	34.24796688
781	34.23724174
782	34.22874969
783	34.21921567
784	34.20678428
785	34.19351537
786	34.18174879
787	34.17403606
788	34.1604795
789	34.14911652
790	34.14523551
791	34.13872874
792	34.12566029
793	34.10768878
794	34.10700621
795	34.10029873
796	34.09457185
797	34.09411686
798	34.0843312
799	34.07779416
800	34.06685723
801	34.05921326
802	34.04116386
803	34.04076742
804	34.03275557
805	34.01576671
806	34.00288867
807	33.9953471
808	33.98254791
809	33.97303155
810	33.9653122
811	33.95267115
812	33.94673908
813	33.94144095
814	33.92692253
815	33.90827404
816	33.90125263
817	33.90110746
818	33.8900985
819	33.87870793
820	33.87241344
821	33.86482889
822	33.85713525
823	33.84060922
824	33.84050017
825	33.81991001
826	33.81315176
827	33.80636434
828	33.79458924
829	33.77835691
830	33.77128305
831	33.76387861
832	33.7472352
833	33.73923748
834	33.73311609
835	33.73302068
836	33.71722965
837	33.70589445
838	33.70580556
839	33.69884895
840	33.6987646
841	33.69338474
842	33.68604521
843	33.67708302
844	33.67097565
845	33.66577692
846	33.65497493
847	33.6492823
848	33.64231502
849	33.62633324
850	33.61982443
851	33.61974119
852	33.61117622
853	33.60304
854	33.59363307
855	33.58612147
856	33.57917429
857	33.57027881
858	33.56078081
859	33.55168884
860	33.54439325
861	33.53701782
862	33.52580954
863	33.52117268
864	33.51035417
865	33.50840231
866	33.49934878
867	33.49159274
868	33.48131874
869	33.47256663
870	33.46146722
871	33.44643818
872	33.44217908
873	33.43056636
874	33.42189286
875	33.41332547
876	33.40827273
877	33.3976066
878	33.38833206
879	33.38455187
880	33.3754918
881	33.37230003
882	33.36511334
883	33.35332359
884	33.34380517
885	33.33282593
886	33.32029352
887	33.30764355
888	33.2983332
889	33.28358977
890	33.27306415
891	33.26083916
892	33.25062227
893	33.24224307
894	33.23640498
895	33.22592387
896	33.22375105
897	33.21348714
898	33.20392742
899	33.20040333
900	33.19593647
901	33.19139206
902	33.18354643
903	33.17662005
904	33.17443307
905	33.16764992
906	33.16157309
907	33.15555678
908	33.14826463
909	33.1411787
910	33.14013902
911	33.13371879
912	33.12514312
913	33.10739588
914	33.09632483
915	33.08119457
916	33.06078819
917	33.05723896
918	33.04490416
919	33.03628752
920	33.02434405
921	33.01500304
922	33.00396587
923	32.98804356
924	32.97683956
925	32.97183678
926	32.96340558
927	32.95789443
928	32.94794571
929	32.93800163
930	32.92895727
931	32.91419653
932	32.9135219
933	32.90567599
934	32.89585695
935	32.88267732
936	32.87849757
937	32.86834286
938	32.86824379
939	32.85798274
940	32.85736307
941	32.84964737
942	32.84510778
943	32.8385386
944	32.82796782
945	32.81992866
946	32.81444987
947	32.80445428
948	32.78871146
949	32.77364347
950	32.75954035
951	32.75179524
952	32.74606678
953	32.74167046
954	32.73084853
955	32.72090861
956	32.71080471
957	32.70596584
958	32.70014812
959	32.69108886
960	32.68627746
961	32.67927138
962	32.67288713
963	32.66557591
964	32.66204579
965	32.65927044
966	32.65337947
967	32.64087495
968	32.63931667
969	32.63245082
970	32.62094763
971	32.6127579
972	32.61000157
973	32.60059349
974	32.5914341
975	32.58490803
976	32.56888385
977	32.56179939
978	32.55408601
979	32.54255289
980	32.53183123
981	32.52564669
982	32.51711795
983	32.50425458
984	32.4988683
985	32.48172013
986	32.4715215
987	32.46352495
988	32.45620261
989	32.45612081
990	32.45600814
991	32.44992434
992	32.44168396
993	32.43064345
994	32.42141106
995	32.421334
996	32.41221752
997	32.40477321
998	32.39360488
999	32.38895679
