iter	RMSE
277	65.46432201
278	65.4338917
279	65.41200587
280	65.39604431
281	65.37452964
282	65.34874227
283	65.32170676
284	65.29560265
285	65.27021154
286	65.24800036
287	65.21720536
288	65.19685917
289	65.1766588
290	65.16427792
291	65.14276651
292	65.11511706
293	65.10037289
294	65.07667438
295	65.05290097
296	65.01215853
297	64.9883871
298	64.9712945
299	64.93973075
300	64.90575894
301	64.86706471
302	64.84811461
303	64.83228022
304	64.81919543
305	64.7815054
306	64.75089565
307	64.73102553
308	64.7011784
309	64.67862387
310	64.64699576
311	64.62612447
312	64.61197864
313	64.59626034
314	64.5854786
315	64.54740334
316	64.53337067
317	64.5200913
318	64.51056997
319	64.47976721
320	64.45471401
321	64.42618222
322	64.39161531
323	64.36874159
324	64.32653633
325	64.27723626
326	64.25504845
327	64.22644175
328	64.18362951
329	64.17103013
330	64.15474857
331	64.12736368
332	64.09985581
333	64.07243706
334	64.05434371
335	64.04058639
336	64.02669864
337	64.00111819
338	63.98658539
339	63.9661544
340	63.93262962
341	63.91354783
342	63.89332036
343	63.87860831
344	63.85162191
345	63.82690669
346	63.79666001
347	63.77236243
348	63.75482706
349	63.74049752
350	63.7289694
351	63.68794282
352	63.66047258
353	63.63633993
354	63.6068904
355	63.60018598
356	63.56859791
357	63.54217992
358	63.52142677
359	63.50511822
360	63.48775417
361	63.4498954
362	63.43734505
363	63.42204754
364	63.38741422
365	63.3846712
366	63.36315113
367	63.32542227
368	63.28397992
369	63.2499108
370	63.23801416
371	63.2123605
372	63.19430338
373	63.16909965
374	63.14671842
375	63.12819461
376	63.09098747
377	63.06844215
378	63.04862215
379	63.03508797
380	63.01235725
381	62.98818813
382	62.96431735
383	62.94678938
384	62.91803554
385	62.89300392
386	62.86561407
387	62.82535977
388	62.7925548
389	62.76472715
390	62.73849896
391	62.72318098
392	62.70312664
393	62.67059575
394	62.65101267
395	62.62094721
396	62.59711704
397	62.57983931
398	62.55595716
399	62.51009228
400	62.47940315
401	62.45059097
402	62.43059288
403	62.42112955
404	62.39224946
405	62.38150968
406	62.36873083
407	62.34057192
408	62.30203295
409	62.26652664
410	62.24938899
411	62.24439753
412	62.22550509
413	62.2049736
414	62.1729406
415	62.15175975
416	62.12490277
417	62.09400503
418	62.07822294
419	62.05638853
420	62.04156357
421	62.00302564
422	61.98244981
423	61.96834847
424	61.92480153
425	61.90838328
426	61.89356881
427	61.85309812
428	61.84014438
429	61.8202405
430	61.78603456
431	61.75800763
432	61.74356548
433	61.72412724
434	61.70735753
435	61.68647124
436	61.67820526
437	61.65951396
438	61.63607527
439	61.62573659
440	61.5989639
441	61.58944585
442	61.57268237
443	61.55836877
444	61.54986218
445	61.51685353
446	61.48122544
447	61.46450854
448	61.44605722
449	61.42808695
450	61.41116629
451	61.3969956
452	61.3844781
453	61.34945513
454	61.32847177
455	61.32123667
456	61.30545859
457	61.28558442
458	61.26773218
459	61.25537847
460	61.24343987
461	61.22958581
462	61.21095754
463	61.19135672
464	61.1672388
465	61.15022035
466	61.14000326
467	61.11046357
468	61.08253024
469	61.06370146
470	61.05240662
471	61.02432644
472	61.01183583
473	60.98241321
474	60.96869033
475	60.94982331
476	60.93696018
477	60.9190311
478	60.90784119
479	60.88631244
480	60.87092648
481	60.85083222
482	60.82198837
483	60.79766275
484	60.77970642
485	60.76457838
486	60.74492887
487	60.72403175
488	60.70914871
489	60.69643612
490	60.68386942
491	60.65426399
492	60.64710193
493	60.62333854
494	60.61161397
495	60.58866924
496	60.57827285
497	60.57003152
498	60.54259847
499	60.5345355
500	60.51834277
501	60.49990089
502	60.4639766
503	60.44113012
504	60.42559784
505	60.4079374
506	60.38154497
507	60.35532273
508	60.34532751
509	60.32881674
510	60.31330373
511	60.29326762
512	60.27470165
513	60.26042892
514	60.239148
515	60.21831355
516	60.20711677
517	60.1854677
518	60.15566669
519	60.14805746
520	60.13015374
521	60.11653163
522	60.10209443
523	60.09105286
524	60.06714397
525	60.04473202
526	60.02657114
527	60.01103682
528	59.99841146
529	59.96889201
530	59.94858323
531	59.93443859
532	59.91833438
533	59.89857413
534	59.87629071
535	59.85805748
536	59.8500172
537	59.83616623
538	59.81235664
539	59.79986919
540	59.78632566
541	59.76794095
542	59.75563784
543	59.74623452
544	59.73476388
545	59.71167266
546	59.69663324
547	59.68088642
548	59.6683926
549	59.6600261
550	59.64585311
551	59.6238611
552	59.61059933
553	59.59847049
554	59.57968533
555	59.57206584
556	59.56076209
557	59.55477148
558	59.53116195
559	59.52465574
560	59.51959354
561	59.49447154
562	59.47975427
563	59.46228903
564	59.44687083
565	59.43979053
566	59.41868129
567	59.40151458
568	59.38570605
569	59.37542515
570	59.35093249
571	59.33717487
572	59.31696719
573	59.29814968
574	59.28792114
575	59.26968755
576	59.25985272
577	59.23505244
578	59.22095711
579	59.21219979
580	59.20297069
581	59.19959708
582	59.19182716
583	59.16808017
584	59.14996651
585	59.12572687
586	59.11479422
587	59.09694809
588	59.08612123
589	59.06263639
590	59.04719084
591	59.03363025
592	59.00407764
593	58.99240299
594	58.98108081
595	58.95440227
596	58.93913713
597	58.92925738
598	58.90982737
599	58.895985
600	58.88730457
601	58.87865309
602	58.87060723
603	58.85807836
604	58.84807033
605	58.84138115
606	58.82754603
607	58.80149569
608	58.78317106
609	58.77048476
610	58.75970165
611	58.73812791
612	58.72213631
613	58.71238456
614	58.69755396
615	58.67679154
616	58.66352835
617	58.63952049
618	58.62635693
619	58.61185503
620	58.60405358
621	58.59443898
622	58.58365044
623	58.56782016
624	58.5397268
625	58.528345
626	58.51237385
627	58.50929022
628	58.47989197
629	58.45566226
630	58.4424082
631	58.42828577
632	58.40975447
633	58.39137262
634	58.37706011
635	58.36231582
636	58.34247712
637	58.32010313
638	58.30412557
639	58.28745045
640	58.27233777
641	58.26474047
642	58.23637887
643	58.22500693
644	58.21181039
645	58.19374209
646	58.17305771
647	58.15508559
648	58.13914918
649	58.12410249
650	58.10997561
651	58.09657258
652	58.0845675
653	58.07022077
654	58.05404068
655	58.04267372
656	58.0384862
657	58.03226441
658	58.01863819
659	58.00732729
660	57.98752352
661	57.96872297
662	57.95909756
663	57.94686021
664	57.94101876
665	57.93256508
666	57.92326495
667	57.90465633
668	57.88264358
669	57.85485736
670	57.84456773
671	57.81582901
672	57.79836148
673	57.78432607
674	57.77133246
675	57.76800294
676	57.75498725
677	57.73667428
678	57.72052624
679	57.71163082
680	57.69524433
681	57.6803298
682	57.67288307
683	57.66465538
684	57.65472598
685	57.63088761
686	57.61561648
687	57.59920031
688	57.59102166
689	57.58015907
690	57.56160454
691	57.54093734
692	57.5374884
693	57.52626205
694	57.51466975
695	57.49544057
696	57.48163827
697	57.46637179
698	57.44821117
699	57.44396489
700	57.4254168
701	57.41260139
702	57.39687402
703	57.38737986
704	57.3760274
705	57.35449876
706	57.34706432
707	57.33322483
708	57.31960682
709	57.31947712
710	57.3079189
711	57.28966764
712	57.27770798
713	57.2577633
714	57.24199306
715	57.23503238
716	57.22907962
717	57.20886028
718	57.19635143
719	57.18118988
720	57.17216021
721	57.16093693
722	57.14961625
723	57.13850236
724	57.12506553
725	57.1138676
726	57.10299259
727	57.08508696
728	57.07854905
729	57.07078943
730	57.06022211
731	57.02954853
732	57.0136885
733	57.00102833
734	56.97752949
735	56.96459257
736	56.94933664
737	56.93746444
738	56.9241063
739	56.91021443
740	56.89469396
741	56.87561907
742	56.85911309
743	56.84713428
744	56.82197469
745	56.79577309
746	56.78353994
747	56.77448389
748	56.76326807
749	56.75118159
750	56.74080813
751	56.72352386
752	56.70430714
753	56.68940488
754	56.67347257
755	56.66784325
756	56.6562253
757	56.64562081
758	56.63623277
759	56.63130499
760	56.60628048
761	56.60024077
762	56.59147216
763	56.58016385
764	56.5602588
765	56.54791641
766	56.54086607
767	56.52818098
768	56.5130777
769	56.50385789
770	56.48891257
771	56.47589597
772	56.45983949
773	56.44325859
774	56.428423
775	56.40706266
776	56.39124096
777	56.37659363
778	56.35911935
779	56.34330231
780	56.33294481
781	56.32038047
782	56.30865808
783	56.29796583
784	56.28623323
785	56.28013044
786	56.26214216
787	56.25084446
788	56.23674991
789	56.22182972
790	56.21188854
791	56.20366223
792	56.19028326
793	56.17252844
794	56.16654541
795	56.1600906
796	56.14867377
797	56.14015097
798	56.12991453
799	56.11841008
800	56.10110417
801	56.08898981
802	56.07670457
803	56.06490489
804	56.05560502
805	56.04226816
806	56.03469846
807	56.02483846
808	56.02070508
809	56.01149501
810	55.99828213
811	55.98953157
812	55.98313704
813	55.9824733
814	55.95741335
815	55.94773165
816	55.93128826
817	55.9146412
818	55.89930987
819	55.8860936
820	55.87432189
821	55.86903551
822	55.85658986
823	55.82776626
824	55.81880431
825	55.80565736
826	55.79324799
827	55.78126357
828	55.76898288
829	55.76216603
830	55.7470442
831	55.73391801
832	55.72592758
833	55.7112307
834	55.70722299
835	55.69875976
836	55.67460612
837	55.65410673
838	55.64278516
839	55.63253613
840	55.61381292
841	55.60496802
842	55.59409542
843	55.57864453
844	55.56670289
845	55.5584938
846	55.54262203
847	55.5290101
848	55.51744351
849	55.5099351
850	55.48922289
851	55.47995885
852	55.46823296
853	55.45894577
854	55.45372768
855	55.45195013
856	55.43898002
857	55.43153628
858	55.41845711
859	55.41112606
860	55.39739077
861	55.37762871
862	55.36555098
863	55.35430734
864	55.34011699
865	55.33097521
866	55.3110735
867	55.29882681
868	55.29146686
869	55.27855457
870	55.26802607
871	55.2622865
872	55.24567366
873	55.23565228
874	55.22095974
875	55.2073644
876	55.19698967
877	55.18206388
878	55.16234707
879	55.14943028
880	55.13802072
881	55.12565195
882	55.11861631
883	55.10883449
884	55.10457738
885	55.08968219
886	55.06909507
887	55.061134
888	55.05170162
889	55.04139473
890	55.03325031
891	55.02038702
892	55.01066752
893	55.00015544
894	54.98771008
895	54.9769514
896	54.95834252
897	54.94916945
898	54.92364959
899	54.91297018
900	54.90263078
901	54.88902802
902	54.87522119
903	54.85062036
904	54.83262377
905	54.82690175
906	54.81459918
907	54.80942634
908	54.79296937
909	54.78144233
910	54.75698385
911	54.74858683
912	54.73724467
913	54.7318792
914	54.72462015
915	54.71188387
916	54.70968174
917	54.70069093
918	54.69179693
919	54.67707678
920	54.66683912
921	54.65732542
922	54.6446709
923	54.63196956
924	54.62479957
925	54.6120999
926	54.60702338
927	54.5897613
928	54.57959052
929	54.56005552
930	54.54244325
931	54.52530105
932	54.50995465
933	54.50092803
934	54.48678509
935	54.46989889
936	54.45487543
937	54.45004847
938	54.44356183
939	54.42820599
940	54.42272352
941	54.41494648
942	54.40095145
943	54.3881085
944	54.37468304
945	54.36409965
946	54.34710422
947	54.3324601
948	54.31855258
949	54.30806564
950	54.29812821
951	54.29217753
952	54.28487335
953	54.26030188
954	54.25122299
955	54.23965816
956	54.22834823
957	54.21066079
958	54.20062303
959	54.18522903
960	54.16597468
961	54.15527675
962	54.13789365
963	54.12374859
964	54.10969373
965	54.09461697
966	54.08585007
967	54.06581316
968	54.05359104
969	54.0442854
970	54.03000203
971	54.0217402
972	54.00388222
973	54.00215214
974	53.99128864
975	53.97633149
976	53.95864889
977	53.94650452
978	53.93337124
979	53.92901979
980	53.91142537
981	53.8958808
982	53.88753755
983	53.87467611
984	53.86684884
985	53.85840983
986	53.84736262
987	53.83984646
988	53.8186777
989	53.81189035
990	53.8014583
991	53.7900252
992	53.77830198
993	53.77396183
994	53.76244282
995	53.75148376
996	53.73905038
997	53.73091726
998	53.71901291
999	53.70936768
